urlid,alchemy_category,alchemy_category_score,avglinksize,commonlinkratio_1,commonlinkratio_2,commonlinkratio_3,commonlinkratio_4,compression_ratio,embed_ratio,frameTagRatio,hasDomainLink,html_ratio,image_ratio,lengthyLinkDomain,linkwordscore,news_front_page,non_markup_alphanum_characters,numberOfLinks,numwords_in_url,parametrizedLinkRatio,spelling_errors_ratio,label,Type,subdomain,webname,domain,countPath,website_type,website_type2,wordInHLT,wordError,lld_nol_prob,linkscorepredprob
7968,2,0.600846,1.568627451,0.206349206,0.031746032,0.0,0.0,0.34157944799999995,0.0,0.167095116,0,0.245299115,0.034090908999999996,0,29,0.0,998,63,9,0.0,0.045685279,1.0,training,0,2287,8,4,1043,371,289.42,45.593908442,0.47062211201074466,0.5034964465021093
8221,0,0.6008133639871819,3.0,0.333333333,0.133333333,0.0,0.0,21.0,-1.0,0.168316832,0,0.300085669,-1.0,0,59,0.0,130,15,5,0.066666667,0.25,0.0,training,0,1832,12,2,1210,0,76.7,32.5,0.13926254400134067,0.4255574831883411
2100,8,0.754849,3.4651162789999996,0.44,0.2,0.16,0.1,0.427361686,0.0,0.071428571,0,0.29872574,0.009249743000000001,1,14,0.0,4000,50,5,0.06,0.105648536,0.0,training,519,1830,42,5,453,714,560.0,422.59414400000003,0.45467026111147996,0.5816791608108998
1082,0,0.6008133639871819,2.75877193,0.521035599,0.336569579,0.09061488699999999,0.019417476,21.0,-1.0,0.07421576099999999,0,0.224572036,-1.0,1,30,0.0,6753,309,5,0.236245955,0.083333333,0.0,training,519,2920,12,4,1161,2089,2025.9,562.7499977489999,0.8807970779778823,0.5130405202430282
354,3,0.324349,2.2592592590000002,0.161290323,0.043010753,0.021505376,0.0,1.2619047620000001,0.0,0.111742424,0,0.20141045300000002,12.0,0,37,0.0,571,93,5,0.419354839,0.222222222,0.0,training,519,2427,12,3,2140,338,211.27,126.888888762,0.5941027850878001,0.40960672324473796
10366,11,0.741346,2.335858586,0.660194175,0.300970874,0.118932039,0.058252427,0.436149312,0.0,0.02958153,0,0.187527778,0.251497006,1,44,0.0,5873,412,7,0.036407767,0.077319588,0.0,training,519,3047,12,6,1527,833,2584.12,454.097940324,0.8807970779778823,0.16428750630761857
2672,2,0.46046400000000004,2.5614035090000002,0.375,0.28125,0.28125,0.265625,0.49270482600000004,0.0,0.046908316,0,0.23893935,0.074675325,1,21,0.0,2959,64,4,0.203125,0.070967742,1.0,training,519,3041,12,4,453,714,621.39,209.993548578,0.8361188954319113,0.5061725259125543
10441,5,0.0943429,6.0,0.0,0.0,0.0,0.0,11.0,-1.0,0.08450704199999999,0,0.27896433600000003,-1.0,0,55,0.0,55,10,2,0.0,0.6,1.0,training,292,2303,12,1,1903,0,30.25,33.0,0.12274737053992171,0.16361417605920497
8372,1,0.6486689999999999,2.635220126,0.6190476189999999,0.153439153,0.063492063,0.015873016,0.502940353,0.0,0.052980132,0,0.237962621,0.030257186000000002,1,36,0.0,3463,189,10,0.544973545,0.095975232,0.0,training,519,3590,12,5,1343,1346,1246.68,332.362228416,0.8686287904691933,0.47314415026402323
8122,3,0.563264,1.894736842,0.42105263200000004,0.10526315800000001,0.0,0.0,0.641826923,0.0,0.098214286,0,0.271607175,0.057971014,0,31,0.0,360,19,7,0.0,0.106382979,1.0,training,0,1485,12,2,1458,836,111.6,38.29787244,0.1285001395747747,0.5782977732960317
5696,2,0.65195,2.662650602,0.590163934,0.256830601,0.06557377,0.021857922999999998,0.37276015799999995,0.0,0.067773167,0,0.299021036,0.016,1,19,0.0,9464,183,11,0.049180327999999995,0.041518987,1.0,training,519,3408,12,5,1023,1346,1798.16,392.935692968,0.8599427819341184,0.8320183851339245
5047,0,0.6008133639871819,2.333333333,0.12,0.0,0.0,0.0,0.771929825,0.0,0.023529412000000003,0,0.2779811,0.457142857,0,29,0.0,423,25,2,0.52,0.11904761900000001,0.0,training,519,4135,12,1,2161,0,122.67,50.357142837000005,0.1297438121830482,0.5034964465021093
9106,6,0.346521,2.204081633,0.48,0.18,0.03,0.02,0.683908046,0.0,0.042492918,0,0.21288216899999998,0.592592593,1,87,0.0,217,100,1,0.0,0.085714286,0.0,training,492,3921,12,1,1575,0,188.79,18.600000062,0.8339156357777174,0.1544652650835347
5252,8,0.47503900000000004,1.6652542369999999,0.41958042,0.199300699,0.097902098,0.066433566,0.47264904700000004,0.0,0.03652968,0,0.19800005899999998,0.13559322,1,28,0.0,4585,286,5,0.244755245,0.08586762099999999,1.0,training,519,3626,12,3,453,714,1283.8,393.703042285,0.8649635770771975,0.5348272321212596
2975,10,0.758074,4.034482758999999,0.559139785,0.376344086,0.333333333,0.333333333,0.47799475399999997,0.0,0.034816248,0,0.27636791899999996,0.027820711,0,9,0.0,9294,93,2,0.17204301100000002,0.090032154,0.0,training,519,2280,12,3,617,888,836.46,836.758839276,0.5941027850878001,0.5734296567326268
10151,0,0.6008133639871819,2.2927536230000003,0.7606837609999999,0.387464387,0.076923077,0.022792022999999998,21.0,-1.0,0.042446042999999996,0,0.202967313,-1.0,1,74,0.0,1463,351,7,0.142450142,0.125,1.0,training,519,1870,12,2,1331,1398,1082.62,182.875,0.86034781658324,0.5332840382511314
170,0,0.6008133639871819,1.197530864,0.546961326,0.20441989,0.038674033,0.016574586000000002,0.43861024,0.0,0.014534884,0,0.221743269,0.064335664,1,15,0.0,4782,181,5,0.160220994,0.07467057099999999,1.0,training,519,1625,12,3,18,925,717.3,357.07467052199996,0.8695007508395665,0.8413942872648525
6551,6,0.988648,4.010869565,0.536363636,0.336363636,0.190909091,0.11818181800000001,0.46634470299999997,0.0,0.10666666699999999,0,0.254976635,0.056506849000000005,1,34,0.0,3326,110,5,0.209090909,0.11458333300000001,0.0,training,519,562,12,2,528,2266,1130.84,381.10416555800003,0.8455347349164652,0.44575884702110696
4158,8,0.609153,2.3026315790000003,0.316455696,0.164556962,0.101265823,0.075949367,0.468782518,0.0,0.023633677999999998,0,0.224487365,0.0260631,1,7,0.0,10336,79,2,0.088607595,0.123511905,1.0,training,0,3731,12,5,453,714,723.52,1276.61905008,0.48718229610828767,0.8447334151903693
8781,10,0.625218,2.333333333,0.33783783799999995,0.10810810800000001,0.040540541,0.040540541,0.5579710139999999,0.0,0.08620689699999999,0,0.263338447,0.13765182199999998,1,36,0.0,1434,74,2,0.013513513999999999,0.135245902,0.0,training,519,2327,12,5,453,714,516.24,193.942623468,0.552438044874211,0.47314415026402323
1541,2,0.795821,2.13559322,0.537414966,0.14285714300000002,0.040816327,0.020408163,0.414726243,0.0,0.059479554000000004,0,0.229844341,0.11026616,1,39,0.0,1980,147,7,0.27210884399999996,0.06405694,1.0,training,54,433,12,4,859,1564,772.2,126.83274120000002,0.855757089478164,0.4358395523837514
619,1,0.514983,1.843137255,0.467741935,0.177419355,0.0,0.0,0.637323944,0.0,0.034934498,0,0.21500118,0.42222222200000004,0,44,0.0,691,62,0,0.225806452,0.0,0.0,training,0,3928,12,1,315,0,304.04,0.0,0.4174297935376854,0.16428750630761857
4810,11,0.347885,5.837837838,0.37096774200000004,0.193548387,0.048387097000000004,0.032258065,0.5,0.0,0.013605441999999999,0,0.256957506,0.07644628099999999,1,30,1.0,2441,124,0,0.516129032,0.120833333,0.0,training,519,3393,12,1,0,0,732.3,294.954165853,0.8494327224551819,0.5130405202430282
727,2,0.412646,2.8630136989999997,0.42771084299999995,0.301204819,0.21686747,0.180722892,0.439329051,0.0,0.034532374,0,0.242301818,0.139874739,1,22,0.0,7090,166,5,0.036144578,0.096842105,1.0,training,55,441,12,6,1009,1564,1559.8,686.61052445,0.8558511469672594,0.5138853177460048
298,11,0.191524,1.75,0.513513514,0.135135135,0.0,0.0,0.329624478,-1.0,0.139175258,0,0.27177205600000004,0.050847458,0,31,0.0,642,37,2,0.027027027000000002,0.07627118599999999,1.0,training,519,4136,12,2,1328,0,199.02,48.96610141199999,0.12319674481141461,0.5782977732960317
8951,0,0.6008133639871819,1.222222222,0.0,0.0,0.0,0.0,0.631168831,0.0,0.066985646,0,0.098318048,0.8478260870000001,0,61,0.0,59,32,0,0.0,0.066666667,0.0,training,519,765,12,1,0,0,35.99,3.933333353,0.13333417748125978,0.15796216737170152
2511,0,0.6008133639871819,2.21656051,0.751592357,0.592356688,0.242038217,0.108280255,0.63364486,0.0,0.043824700999999994,0,0.202457973,0.261904762,1,77,0.0,555,157,2,0.031847134,0.12222222199999999,0.0,training,0,1559,42,2,1885,0,427.35,67.83333320999999,0.8659233351937736,0.14804719803168948
499,2,0.46717,2.212121212,0.454545455,0.12987013,0.025974026,0.012987013,0.42025919100000003,0.0,0.082352941,0,0.275024981,0.018487395,1,18,0.0,3595,77,7,0.038961038999999996,0.084889643,0.0,training,519,1604,12,3,1175,977,647.1,305.178266585,0.8438951025545426,0.8331982473445818
9392,8,0.0784091,1.986607143,0.5,0.258928571,0.111607143,0.053571429000000004,0.468733154,0.0,0.030818277999999998,0,0.237092909,0.079710145,1,11,1.0,15800,224,0,0.799107143,0.10240963900000001,1.0,training,0,1303,12,1,0,0,1738.0,1618.0722962000002,0.8564010312515399,0.8387300892468948
16,1,0.7824,1.76142132,0.49800796799999997,0.322709163,0.011952191000000001,0.0,0.443200762,0.0013106160000000001,0.02,0,0.159555544,0.20576671,1,28,0.0,4094,251,4,0.151394422,0.106169297,1.0,training,519,349,27,3,523,2291,1146.32,434.65710191799997,0.8543619836242367,0.5348272321212596
5290,1,0.25991,4.2352941180000006,0.3,0.3,0.25,0.0,0.5383177570000001,0.0,0.08,0,0.27503958300000003,0.164835165,1,41,0.0,509,20,2,0.7,0.078651685,0.0,training,519,3196,12,1,1237,0,208.69,40.033707665,0.1355279388922732,0.464846825295527
6707,1,0.85,1.533088235,0.44,0.16,0.036363636,0.007272727,0.441841143,0.0,0.012182203,0,0.19881833399999999,0.175324675,1,7,0.0,24799,275,4,0.032727273,0.13111546,1.0,training,0,3654,12,5,801,833,1735.93,3251.5322925399996,0.8636748877148862,0.8447334151903693
7817,1,0.45138999999999996,2.3625377640000003,0.591891892,0.21081081100000001,0.059459459000000006,0.024324323999999998,0.482074264,0.0,0.052455357,0,0.229425635,0.177865613,1,53,0.0,3492,370,5,0.27567567600000004,0.124513619,0.0,training,519,1707,12,4,453,714,1850.76,434.801557548,0.8670357598021706,0.16122753995947423
3495,4,0.20857399999999998,2.3884892090000003,0.73381295,0.496402878,0.30215827300000003,0.086330935,0.723183391,0.0,0.009478673,0,0.121792465,0.069767442,0,86,0.0,825,139,1,0.09352518,0.125,1.0,training,519,2763,12,1,1077,0,709.5,103.125,0.8559212293644084,0.4667159617488687
7858,1,0.766225,1.6976744190000002,0.574712644,0.137931034,0.08045977,0.045977011,0.341189268,0.0,0.048843187999999996,0,0.164631003,0.050884955999999995,1,26,0.0,2093,87,7,0.252873563,0.07249467,0.0,training,519,1180,12,2,1516,0,544.18,151.73134431,0.5237915435013812,0.5301646660981982
7537,0,0.6008133639871819,1.611940299,0.268656716,0.059701493,0.0,0.0,0.521072797,0.006711409000000001,0.173441734,0,0.259811756,0.134228188,1,40,0.0,756,67,7,0.074626866,0.078431373,0.0,training,0,3212,12,3,1564,2292,302.4,59.294117987999996,0.552438044874211,0.44845958507095707
5437,8,0.50542,1.30878187,0.371727749,0.128272251,0.07591623,0.060209424000000004,0.498533724,0.00330033,0.035552683,0,0.18449251,0.425742574,1,32,0.0,4416,382,3,0.332460733,0.073333333,1.0,training,258,1996,12,3,453,714,1413.12,323.839998528,0.8473913351573691,0.5195977978782956
4353,0,0.6008133639871819,1.533333333,0.239130435,0.043478261,0.0,0.0,21.0,-1.0,0.130630631,0,0.269936947,-1.0,0,48,0.0,376,46,2,0.17391304300000002,0.0,1.0,training,0,1714,12,1,2092,0,180.48,0.0,0.44028635073280703,0.15112476688944754
2594,8,0.349664,2.5,0.8527696790000001,0.5962099129999999,0.23032070000000004,0.097667638,2.666666667,0.0,0.017847485,0,0.20569610000000002,6.0,1,86,0.0,1480,686,4,0.10058309,0.0,1.0,training,519,1283,12,3,491,1002,1272.8,0.0,0.8807970779778823,0.4667159617488687
4960,6,0.6201409999999999,1.7416666669999998,0.44354838700000004,0.10483871,0.032258065,0.0,0.45032802200000005,0.0,0.091649695,0,0.266994762,0.01905972,1,19,0.0,4013,124,5,0.040322581,0.12040557699999999,1.0,training,519,991,12,3,453,714,762.47,483.18758050099996,0.8494327224551819,0.8320183851339245
2838,8,0.839601,2.535714286,0.6355140189999999,0.317757009,0.24299065399999997,0.219626168,0.457971014,0.0,0.021978022000000003,0,0.20284684600000003,0.09909909900000001,1,17,0.0,9079,214,3,0.214953271,0.105180534,1.0,training,519,1693,12,4,453,714,1543.43,954.9340681860001,0.8607374559986593,0.5913539154499929
8477,0,0.6008133639871819,1.158208955,0.50591716,0.42899408299999997,0.023668638999999998,0.0,0.41939711700000004,0.0,0.029319372000000003,0,0.136775275,1.130081301,0,79,0.0,501,338,4,0.00591716,0.025641026,1.0,training,417,3264,12,4,453,2109,395.79,12.846154026,0.12592276483513232,0.8320183851339245
5124,2,0.706055,1.732142857,0.534782609,0.169565217,0.008695652,0.0,0.442442602,0.0,0.095789474,0,0.220869586,0.009451796,1,23,0.0,6485,230,4,0.09130434800000001,0.089832182,0.0,training,482,3831,12,5,525,833,1491.55,582.56170027,0.8807970779778823,0.5522560354634618
8743,2,0.186843,1.269230769,0.46666666700000003,0.066666667,0.0,0.0,0.798107256,0.0,0.072727273,0,0.336165649,0.0,0,31,0.0,333,30,0,0.36666666700000006,0.166666667,0.0,training,0,2874,52,1,47,0,103.23,55.500000111,0.14383654198794024,0.5782977732960317
2092,1,0.9431799999999999,2.611111111,0.517241379,0.275862069,0.20689655199999998,0.20689655199999998,0.45709185799999996,0.00152207,0.067510549,0,0.290957538,0.011415525,1,8,0.0,7335,58,8,0.120689655,0.088607595,1.0,training,519,3199,12,4,453,714,586.8,649.9367093249999,0.16798161486607552,0.5815437653081025
7456,8,0.34883200000000003,1.5595854919999999,0.656626506,0.207831325,0.022590361,0.00753012,0.450544845,0.0,0.031366295,0,0.174502723,0.243589744,1,38,0.0,7555,664,4,0.07981927700000001,0.070528967,0.0,training,0,2227,12,5,453,714,2870.9,532.846345685,0.8807970779778823,0.49253786752963924
371,0,0.6008133639871819,1.830508475,0.408450704,0.281690141,0.070422535,0.0,0.514162562,0.0,0.043478261,0,0.250224263,0.123809524,1,12,1.0,3302,71,0,0.563380282,0.09646302300000001,1.0,training,0,2897,12,1,0,0,396.24,318.52090194600004,0.5217254425298697,0.5976012530999557
3312,8,0.493834,1.8943661969999999,0.7161654140000001,0.238721805,0.052631579000000005,0.031954887,0.419654714,0.0,0.031888797999999996,0,0.16850254399999998,0.325757576,1,25,0.0,12526,532,5,0.321428571,0.054862843,1.0,training,519,1707,12,4,453,714,3131.5,687.211971418,0.8807970779778823,0.8322284513290674
75,8,0.533171,0.042857143,0.0,0.0,0.0,0.0,0.410742496,0.0,0.10230179,0,0.182499117,0.674157303,0,5,0.0,338,81,4,0.086419753,0.09848484800000001,0.0,training,417,3264,12,4,453,2109,16.9,33.287878624,0.4393248812515704,0.5810956417872526
8995,8,0.628549,2.051470588,0.497206704,0.145251397,0.039106145,0.011173184,0.34053398100000004,0.0,0.08814270699999999,0,0.197166869,0.10869565199999999,1,28,0.0,4762,179,6,0.189944134,0.43902439,0.0,training,519,481,12,2,1237,1475,1333.36,2090.63414518,0.8807970779778823,0.5348272321212596
3691,2,0.685189,1.4878048780000002,0.609756098,0.18699187,0.032520325,0.0,0.460431655,0.0,0.0375,0,0.245583267,0.063157895,0,32,0.0,1876,123,4,0.097560976,0.09227467800000001,0.0,training,519,1808,37,4,453,714,600.32,173.107295928,0.854796506280329,0.5195977978782956
1326,1,0.562999,1.434285714,0.36979166700000005,0.08854166699999999,0.0,0.0,0.6758241759999999,0.0,0.042723632000000004,0,0.25460106,1.0,0,35,0.0,2388,192,6,0.005208333,0.090909091,0.0,training,519,691,12,4,2140,1850,835.8,217.090909308,0.8366257604866205,0.514558990055596
6325,1,0.25991,4.0625,0.31578947399999996,0.31578947399999996,0.263157895,0.0,0.541310541,0.0,0.082051282,0,0.268753233,0.234375,1,52,0.0,302,19,2,0.736842105,0.0,0.0,training,519,3196,12,1,1237,0,157.04,0.0,0.1285001395747747,0.16745486492033174
4075,10,0.710557,2.401515152,0.565693431,0.17883211699999998,0.098540146,0.040145985,0.477391502,0.0,0.05603038900000001,0,0.20911593399999998,0.059125964,1,29,0.0,7225,274,13,0.010948905,0.116883117,1.0,training,519,1480,29,3,1683,1478,2095.25,844.4805203249999,0.8807970779778823,0.5034964465021093
6868,6,0.798113,2.183333333,0.553846154,0.16923076899999998,0.046153846,0.015384615,0.496319664,0.0,0.070175439,0,0.271927283,0.086419753,0,34,0.0,1183,65,8,0.046153846,0.051428571,0.0,training,519,780,12,3,1910,1570,402.22,60.839999493,0.16498135015153895,0.44575884702110696
4484,0,0.6008133639871819,2.058823529,0.5635359120000001,0.220994475,0.066298343,0.016574586000000002,21.0,-1.0,0.037154989,0,0.18393376399999997,-1.0,1,27,0.0,4580,181,10,0.331491713,0.090909091,0.0,training,519,931,12,3,1466,1431,1236.6,416.36363678,0.8695007508395665,0.44615554923437645
3556,11,0.762219,2.504297994,0.646778043,0.229116945,0.07398568,0.042959427,0.480769231,0.004524887,0.044789357,0,0.228380666,0.20814479600000002,1,22,0.0,15679,419,6,0.350835322,0.071428571,0.0,training,519,1707,12,4,453,714,3449.38,1119.9285647089998,0.8807970779778823,0.5138853177460048
986,5,0.42597299999999994,2.1,0.10526315800000001,0.0,0.0,0.0,0.7777777779999999,0.0,0.117647059,0,0.35673390299999996,0.21739130399999998,0,64,0.0,63,19,2,0.052631579000000005,0.088235294,1.0,training,519,2570,12,4,1093,1883,40.32,5.558823522,0.1285001395747747,0.16207666550651398
5494,0,0.6008133639871819,1.5,0.0,0.0,0.0,0.0,0.57957958,0.0,0.090909091,0,0.49359560799999996,0.0,0,7,0.0,194,2,0,0.0,0.155172414,0.0,training,0,1075,12,1,0,0,13.58,30.103448316,0.11920292202211755,0.8447334151903693
8287,6,0.757962,3.228782288,0.865443425,0.556574924,0.20795107,0.122324159,0.48512241100000003,0.0,0.013108614,0,0.170981078,0.00795756,1,48,0.0,5456,327,3,0.128440367,0.067385445,1.0,training,519,2462,21,2,1711,204,2618.88,367.65498792,0.8621583430350643,0.15112476688944754
5223,4,0.7592909999999999,2.49137931,0.608,0.28800000000000003,0.132,0.048,0.499605989,0.0,0.041079812,0,0.202023117,0.256756757,1,66,0.0,1612,250,3,0.212,0.069565217,0.0,training,519,3697,12,4,525,215,1063.92,112.13912980399999,0.8564010312515399,0.152608664842631
7790,11,0.9924360000000001,3.037313433,0.45945945899999996,0.22297297300000002,0.10810810800000001,0.054054054000000004,0.42791762,0.0,0.091666667,0,0.196085862,0.26,1,64,0.0,1306,148,7,0.10810810800000001,0.052023121,0.0,training,519,1549,51,6,1921,2227,835.84,67.942196026,0.8581489350995123,0.16207666550651398
7041,1,0.492782,3.711340206,0.532407407,0.300925926,0.157407407,0.13888888900000002,0.496275605,0.0,0.043877550999999994,0,0.246988858,0.068093385,1,23,0.0,11672,216,6,0.060185185,0.09765625,0.0,training,519,2813,12,4,2007,895,2684.56,1139.84375,0.8529057809073356,0.5522560354634618
4383,2,0.5697979999999999,1.7925925930000002,0.676056338,0.29577464800000003,0.042253520999999995,0.007042254,0.481865285,0.0,0.034451496,0,0.141320894,0.253481894,0,10,0.0,9902,142,4,0.316901408,0.049275362,1.0,training,519,342,12,3,1750,451,990.2,487.92463452400006,0.8497393419435024,0.8402886524400436
3745,0,0.6008133639871819,2.30625,0.7826086959999999,0.273291925,0.111801242,0.01863354,21.0,-1.0,0.024866785,0,0.241368644,-1.0,1,24,0.0,5746,161,4,0.0,0.2,1.0,training,519,1817,12,4,525,1046,1379.04,1149.2,0.8496306745666596,0.5536389523657655
9156,0,0.6008133639871819,1.266666667,0.297297297,0.081081081,0.027027027000000002,0.0,0.598901099,0.0,0.07232704400000001,0,0.255480687,0.7241379309999999,0,16,0.0,977,37,7,0.10810810800000001,0.130434783,0.0,training,417,3264,12,9,2133,2109,156.32,127.43478299099999,0.12319674481141461,0.834962228306857
5535,0,0.6008133639871819,1.166666667,0.347107438,0.123966942,0.05785124,0.024793388,0.446841294,0.0,0.095238095,0,0.23895598,0.223880597,0,19,0.0,2662,121,1,0.074380165,0.049019608,0.0,training,0,3792,37,5,453,714,505.78,130.490196496,0.8547250766032829,0.8320183851339245
946,8,0.5038060000000001,1.384615385,0.326923077,0.076923077,0.0,0.0,0.457582084,0.0,0.059016393,0,0.297221042,0.025423729,0,5,0.0,6911,52,3,0.076923077,0.112222222,1.0,training,519,314,12,5,453,714,345.55,775.5677762419999,0.4126693756180091,0.5810956417872526
3464,1,0.712322,3.492481203,0.636678201,0.29065743899999996,0.166089965,0.117647059,0.265465936,0.0,0.055916775,0,0.195463597,0.796116505,1,67,1.0,3015,289,0,0.134948097,0.01754386,0.0,training,519,855,12,1,0,0,2020.05,52.8947379,0.8564010312515399,0.1550339696404574
24,10,0.695469,2.968,0.630434783,0.289855072,0.224637681,0.166666667,0.44073647899999996,0.0,0.1301059,0,0.259697092,0.026798307,1,29,0.0,4765,138,2,0.101449275,0.047413792999999996,1.0,training,519,341,51,2,1518,1439,1381.85,225.92672364499998,0.8493778464594786,0.5034964465021093
3653,0,0.6008133639871819,2.24,0.734767025,0.35483871,0.12544802900000002,0.035842294,0.571030641,0.0,0.041111111,0,0.22539537399999998,0.10344827599999999,1,69,0.0,1353,279,11,0.189964158,0.055084746,0.0,training,88,667,12,5,453,714,933.57,74.529661338,0.8717662624074807,0.5825702064623147
3085,2,0.76022,2.5,0.506097561,0.262195122,0.12195122,0.048780488,0.48557354,0.0,0.04296875,0,0.255107567,0.26506024100000003,1,28,0.0,4150,164,5,0.158536585,0.048780488,1.0,training,0,2678,12,2,1812,0,1162.0,202.43902519999997,0.8660721116759263,0.5348272321212596
9991,11,0.731838,2.538922156,0.477272727,0.295454545,0.096590909,0.056818182,0.843137255,0.0,0.076086957,0,0.211727533,1.857142857,1,78,0.0,664,176,10,0.005681818000000001,0.158730159,0.0,training,0,466,12,5,453,714,517.92,105.39682557600001,0.8655379206100237,0.44467194473763094
1625,8,0.48194799999999993,2.05511811,0.618881119,0.41958042,0.12937062900000001,0.090909091,0.480991736,0.0,0.03874092,0,0.246456268,0.024561404,1,38,0.0,3725,286,2,0.076923077,0.11401869199999999,0.0,training,519,119,12,3,453,714,1415.5,424.7196277,0.8649635770771975,0.49253786752963924
3103,0,0.6008133639871819,1.965447154,0.5964566929999999,0.36417322799999996,0.232283465,0.133858268,21.0,-1.0,0.017836812,0,0.201356951,-1.0,1,27,0.0,14478,508,6,0.021653542999999997,0.0,0.0,training,519,3397,51,4,1518,278,3909.06,0.0,0.8807970779778823,0.44615554923437645
3861,4,0.269099,2.610687023,0.54887218,0.27819548899999996,0.14285714300000002,0.052631579000000005,0.445919478,0.0,0.015397083,0,0.23615799199999998,0.252583238,1,2,0.0,74891,133,9,0.022556391000000002,0.149061033,0.0,training,519,689,37,3,1014,2156,1497.82,11163.329822403,0.8432917027005509,0.4694259472076499
2321,8,0.0784091,1.052631579,0.10526315800000001,0.0,0.0,0.0,0.652439024,0.0,0.08064516099999999,0,0.300096455,0.42105263200000004,0,23,0.0,376,19,3,0.0,0.19047619,1.0,training,519,951,12,2,1262,932,86.48,71.61904744,0.1285001395747747,0.5522560354634618
2984,0,0.6008133639871819,0.5,0.0,0.0,0.0,0.0,0.621776504,0.0,0.0,0,0.34258307600000004,0.016949153,0,2,0.0,299,2,6,0.0,0.132352941,0.0,training,519,3523,12,2,1880,1415,5.98,39.573529359,0.11920292202211755,0.4694259472076499
2697,6,0.794605,3.3458333330000003,0.47985348,0.23809523800000001,0.10989011,0.029304029,0.561046512,0.0,0.04447533,0,0.202007317,2.14,1,60,0.0,2698,273,0,0.084249084,0.0625,1.0,training,519,2277,12,1,0,0,1618.8,168.625,0.8807970779778823,0.4126693756180091
4705,10,0.236456,1.3974358969999998,0.519230769,0.423076923,0.141025641,0.134615385,0.493514916,0.0,0.023545706,0,0.19398230100000002,0.169741697,0,20,0.0,3659,156,3,0.166666667,0.09629629599999999,1.0,training,519,3225,12,2,479,0,731.8,352.348147064,0.8455347349164652,0.8350835810624154
6700,2,0.8969090000000001,1.36746988,0.373493976,0.072289157,0.024096386,0.0,0.44593366700000003,0.0,0.026352287999999998,0,0.243355498,0.042735043,0,11,0.0,8821,166,1,0.012048193,0.073548387,1.0,training,519,4,12,2,518,14,970.31,648.770321727,0.8558511469672594,0.8387300892468948
813,10,0.397735,1.5806451609999999,0.40625,0.0,0.0,0.0,0.670588235,0.0,0.07075471700000001,0,0.20369858100000002,0.346153846,0,63,1.0,161,32,0,0.0625,0.03125,0.0,training,519,532,42,1,0,0,101.43,5.03125,0.13333417748125978,0.40651807194447953
5561,0,0.6008133639871819,1.769230769,0.607476636,0.23364486,0.037383177999999996,0.0,0.485026424,0.0,0.047337277999999997,0,0.196546836,0.044303797,0,28,1.0,2436,107,0,0.11214953300000001,0.08552631599999999,1.0,training,519,3108,12,1,0,0,682.08,208.34210577599998,0.5098026653320405,0.5348272321212596
5809,4,0.897108,2.387351779,0.737226277,0.317518248,0.102189781,0.03649635,0.42380137,0.0,0.056772908,0,0.22063596800000002,0.022749752999999998,1,33,0.0,6015,274,6,0.102189781,0.089463221,0.0,training,519,2712,12,5,1443,1511,1984.95,538.1212743149999,0.8807970779778823,0.5
697,2,0.8425950000000001,3.857142857,0.487179487,0.11965812,0.05982906,0.034188034,0.459941234,0.0,0.016451234,0,0.25576737899999996,0.0034246579999999997,1,6,0.0,16585,117,1,0.05982906,0.095682614,0.0,training,519,698,42,4,1174,833,995.1,1586.89615319,0.8441788063113398,0.5485194052642788
7500,2,0.43453400000000003,1.150326797,0.5189873420000001,0.398734177,0.018987342,0.0,0.704797048,0.0,0.040590406,0,0.19943491,0.754716981,1,42,0.0,1348,158,2,0.03164557,0.11666666699999999,1.0,training,519,2146,12,2,705,1021,566.16,157.26666711599998,0.8698915256370021,0.4068961313592678
618,2,0.6997140000000001,2.056603774,0.330357143,0.107142857,0.026785714,0.017857143,0.477854671,0.0,0.025193797999999996,0,0.266625509,0.037807183,1,24,0.0,3419,112,1,0.089285714,0.11439842199999999,1.0,training,0,2606,12,5,453,714,820.56,391.128204818,0.8438951025545426,0.5536389523657655
5824,8,0.171434,2.0506912440000002,0.657657658,0.310810811,0.103603604,0.004504505,0.542063492,0.0,0.010197578,0,0.19164910100000002,0.456692913,1,9,1.0,18668,222,1,0.648648649,0.13877551,1.0,training,519,1934,12,1,0,0,1680.12,2590.66122068,0.8490632396471,0.5734296567326268
1777,0,0.6008133639871819,1.768060837,0.566153846,0.224615385,0.015384615,0.0,21.0,-1.0,0.017766497,0,0.12728563099999998,-1.0,1,50,0.0,2239,325,2,0.298461538,0.0,0.0,training,0,1157,42,5,453,714,1119.5,0.0,0.8807970779778823,0.1599199873438164
417,11,0.7792819999999999,1.864864865,0.477011494,0.356321839,0.126436782,0.10344827599999999,0.44905869299999995,0.0,0.039316238999999996,0,0.247389098,0.0591133,0,22,0.0,4700,174,0,0.040229885,0.061962134,0.0,training,519,2705,12,3,453,714,1034.0,291.22202980000003,0.8571314931872754,0.5138853177460048
8745,9,0.291098,1.981220657,0.590163934,0.25,0.06147541,0.012295081999999999,0.47768449,0.002386635,0.03625,0,0.226911805,0.026252982999999997,0,42,0.0,2747,244,8,0.27459016399999997,0.12230215800000001,0.0,training,519,2550,42,5,617,2142,1153.74,335.964028026,0.8657202330906789,0.4068961313592678
